school,city,county,applied,admitted,attended,tot_enrolled,grade_12,is_charter,pct_free_reduced,dist_to_ucb_miles
REDLANDS EAST VALLEY HS,Redlands,San Bernardino,32,4,NA,1866,444,N,0.480707395,389.3185832598072
REDLANDS HIGH SCHOOL,Redlands,San Bernardino,83,19,8,2219,544,N,0.467327625,387.8066661164371
REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,166,23,16,2971,780,N,0.166610569,352.7399371807774
REDWOOD HIGH SCHOOL,Larkspur,Marin,193,26,16,1785,472,N,0.087394958,15.569720073742127
REDWOOD HIGH SCHOOL,Visalia,Tulare,44,9,NA,2468,545,N,0.390194489,194.65172137703377
REEDLEY HIGH SCHOOL,Reedley,Fresno,34,5,4,1750,357,N,0.728571429,177.48964170981202
REEDLEY MIDDLE COLLEGE HS,Reedley,Fresno,14,3,NA,247,53,Y,0.570850202,176.87629642364885
RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,17,4,NA,462,27,Y,0.525974026,343.58161702427856
RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,7,3,NA,462,27,Y,0.525974026,343.58161702427856
RESEDA HIGH SCHOOL,Reseda,Los Angeles,40,12,5,1354,303,Y,0.827917282,328.78505705251166
REX & MARGARET FORTUNE ECHS,Elk Grove,Sacramento,5,NA,NA,1747,38,Y,0.70234688,62.65877139956361
RIALTO HIGH SCHOOL,Rialto,San Bernardino,26,4,NA,2747,678,N,0.735711685,377.6206699512351
RICHARD GAHR HIGH SCHOOL,Cerritos,Los Angeles,44,NA,NA,1590,369,N,0.495597484,361.38380752632867
RICHMOND HIGH SCHOOL,Richmond,Contra Costa,56,10,8,1341,325,N,0.713646532,7.293468540465873
RIDGEVIEW HIGH SCHOOL,Bakersfield,Kern,53,4,3,2653,769,N,0.646814926,252.40983739373556
RIM OF THE WORLD HIGH SCHOOL,Lake Arrowhead,San Bernardino,12,NA,NA,897,196,N,0.511705686,377.9066259856915
RIO AMERICANO HIGH SCHOOL,Sacramento,Sacramento,70,8,4,1867,484,N,0.340117836,69.20025886772216
RIO LINDA SENIOR HIGH SCHOOL,Rio Linda,Sacramento,28,NA,NA,1596,369,N,0.681704261,71.51151928765863
RIO MESA HIGH SCHOOL,Oxnard,Ventura,14,4,NA,2078,543,N,0.577959577,304.4341944161814
RIO VISTA HIGH SCHOOL,Rio Vista,Solano,6,NA,NA,NA,NA,NA,NA,NA
RIPON HIGH SCHOOL,Ripon,San Joaquin,22,NA,NA,1048,252,N,0.198473282,62.39677820094751
RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,36,3,NA,470,98,Y,0.785106383,343.71149001151997
RIVER CITY HIGH SCHOOL,West Sacramento,Yolo,66,3,NA,2209,577,N,0.628338615,60.741299740496416
RIVER SPRINGS CHARTER SCHOOL,Temecula,Riverside,7,NA,NA,7548,209,Y,0.499072602,415.48599135085584
RIVER VALLEY HIGH SCHOOL,Yuba City,Sutter,36,7,4,1676,411,N,0.559069212,93.200168790304
RIVERBANK HIGH SCHOOL,Riverbank,Stanislaus,11,NA,NA,788,207,N,0.71319797,73.66267520052826
RIVERDALE HIGH SCHOOL,Riverdale,Fresno,5,NA,NA,525,131,N,0.742857143,165.68348839290076
RIVERSIDE POLY HIGH SCHOOL,Riverside,Riverside,42,10,5,NA,NA,NA,NA,NA
RIVERSIDE PREPARATORY,Oro Grande,San Bernardino,13,NA,NA,2401,171,Y,0.684714702,355.57651170032665
RIVERSIDE STEM ACADEMY,Riverside,Riverside,30,4,NA,659,55,N,0.242792109,386.3333310324852
ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,147,28,11,3369,798,N,0.304838231,364.4150360825348
ROBERT F KENNEDY HIGH SCHOOL,Delano,Kern,24,5,3,1365,340,N,0.831501832,220.03397293454472
ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,18,3,NA,1258,113,N,0.906200318,330.5071266881152
ROBERTO CRUZ LEADERSHIP ACDMY,San Jose,Santa Clara,11,NA,NA,242,66,Y,0.739669421,43.005007015610595
ROCKLIN HIGH SCHOOL,Rocklin,Placer,66,7,3,2025,554,N,0.159506173,84.90065537238647
RONALD E MCNAIR HIGH SCHOOL,Stockton,San Joaquin,27,5,3,1713,426,N,0.690601284,53.63060612500388
ROSAMOND HIGH SCHOOL,Rosamond,Kern,9,NA,NA,902,186,N,0.652993348,307.53261028122415
ROSELAND COLLEGIATE PREP,Santa Rosa,Sonoma,10,NA,NA,1250,189,Y,0.6616,45.878825736060456
ROSELAND UNIVERSITY PREP,Santa Rosa,Sonoma,13,NA,NA,1250,189,Y,0.6616,45.878825736060456
ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,46,10,4,1673,492,N,0.739988045,351.13576522574806
ROSEMONT HIGH SCHOOL,Sacramento,Sacramento,38,NA,NA,1515,405,N,0.55379538,68.20192786196365
ROSEVILLE HIGH SCHOOL,Roseville,Placer,21,3,3,1551,460,N,0.359123146,81.04404277472634
ROYAL HIGH SCHOOL,Simi Valley,Ventura,38,8,5,1933,500,N,0.326952923,316.2737818138185
RUBEN S AYALA HIGH SCHOOL,Chino Hills,San Bernardino,171,31,20,2529,622,N,0.25029656,368.5980121228252
RUBIDOUX HIGH SCHOOL,Jurupa Valley,Riverside,21,4,NA,1323,330,N,0.786848073,380.3034236302608
RUTH ASAWA SCHOOL OF THE ARTS,San Francisco,San Francisco,93,20,13,680,166,N,NA,13.584690988145306
SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,12,NA,NA,355,61,Y,0.692957746,63.95402626450213
SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,20,NA,NA,1499,341,N,0.725817211,378.1614161595678
SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,106,9,6,1358,362,N,0.175257732,431.36555391937327
SAGE OAK CHARTER,Redlands,San Bernardino,6,NA,NA,3362,136,Y,0.355145747,389.39029381756166
SAINT HELENA HIGH SCHOOL,Saint Helena,Napa,15,NA,NA,421,117,N,0.318289786,44.56678753500508
SALINAS HIGH SCHOOL,Salinas,Monterey,63,10,8,2446,584,N,0.572363042,89.65331274327724
SAMUELI ACADEMY,Santa Ana,Orange,18,3,NA,822,130,Y,0.581508516,374.42624809100454
SAN BERNARDINO HIGH SCHOOL,San Bernardino,San Bernardino,13,NA,NA,1475,299,N,0.863050847,379.1337567810783
SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,88,8,6,2765,711,N,0.258227848,402.0133807943621
SAN DIEGO HIGH SCHOOL,San Diego,San Diego,75,14,9,1855,505,N,0.573045822,457.723335170238
SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,16,4,NA,1855,505,N,0.573045822,457.723335170238
SAN DIEGUITO ACADEMY,Encinitas,San Diego,158,23,11,1954,532,N,0.192937564,436.1422850291813
SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,40,NA,NA,1248,316,N,0.303685897,359.7500064672854
SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,39,9,NA,1625,358,N,0.867076923,327.52688378830163
SAN FRANCISCO INTERNATIONAL HS,San Francisco,San Francisco,24,6,6,NA,NA,NA,NA,NA
SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,85,11,6,1768,454,N,0.645361991,349.22923431039686
SAN GORGONIO HIGH SCHOOL,San Bernardino,San Bernardino,21,6,NA,1447,355,N,0.778852799,381.63946962501535
SAN JACINTO HIGH SCHOOL,San Jacinto,Riverside,22,5,3,2509,572,N,0.632921483,408.9525521921477
SAN JACINTO LEADERSHIP ACADEMY,San Jacinto,Riverside,14,6,NA,2509,572,N,0.632921483,408.9525521921477
SAN JACINTO VALLEY ACADEMY,San Jacinto,Riverside,8,NA,NA,1569,93,Y,0.568514978,409.21399582771033
SAN JOSE HIGH SCHOOL,San Jose,Santa Clara,14,NA,NA,907,226,N,0.61631753,41.85926557345626
SAN JUAN HIGH SCHOOL,Citrus Heights,Sacramento,12,NA,NA,570,139,N,0.624561404,76.70217136485422
SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,103,6,3,2768,694,N,0.282514451,396.46023291555053
SAN LEANDRO HIGH SCHOOL,San Leandro,Alameda,110,7,5,2488,614,N,0.560289389,12.4845367622333
SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,33,3,3,1136,349,N,0.720070423,14.851770142989436
SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,23,8,3,622,158,N,0.196141479,56.82376154068821
SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,100,16,11,1650,383,N,0.292121212,199.9257798485283
SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,129,10,9,3201,858,N,0.284598563,433.58874893588046
SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,82,18,12,1943,493,N,0.449819866,274.50320340162307
SAN MARIN HIGH SCHOOL,Novato,Marin,63,4,NA,1186,273,N,0.230185497,25.564186476033363
SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,104,17,8,837,197,N,0.105137395,347.9865133739261
SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,132,18,10,1578,453,N,0.282002535,20.768484136106903
SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,35,5,3,1853,472,N,0.577981651,441.9163980046968
SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,59,10,7,2481,603,N,0.720677146,362.06162312387573
SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,51,9,8,1302,355,N,0.652841782,15.413077705679546
SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,105,23,14,2024,585,N,0.053359684,14.22236085743365
SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,61,16,8,2017,554,N,0.629152206,470.9347611613581
SANGER HIGH SCHOOL,Sanger,Fresno,36,7,NA,2443,630,N,0.49488334,167.68323342396076
SANGER WEST HIGH SCHOOL,Fresno,Fresno,28,NA,NA,1386,311,N,0.422799423,162.8579546079029
SANTA ANA HIGH SCHOOL,Santa Ana,Orange,47,12,6,2853,725,N,0.736768314,376.3520677099228
SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,118,14,6,2046,592,N,0.482404692,277.47746572054376
SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,106,12,10,1732,457,N,0.258660508,39.360996044179046
SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,75,13,7,1104,282,N,0.237318841,63.447917969211574
SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,37,4,3,1880,463,N,0.60212766,358.0589836445653
SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,70,8,4,3110,825,N,0.795498392,226.39552173190728
SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,259,67,38,2573,676,N,0.285658764,340.15056655388116
SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,31,4,NA,1659,438,N,0.487040386,301.1527506521535
SANTA ROSA ACADEMY,Menifee,Riverside,9,NA,NA,1636,130,Y,0.266503667,406.31016186351127
SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,33,NA,NA,1636,402,N,0.34596577,47.21132757474232
SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,41,NA,NA,1002,245,N,0.238522954,317.0608886166414
SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,104,14,7,2181,519,N,0.202200825,49.91240271326869
SANTA YNEZ VALLEY UNION HS,Santa Ynez,Santa Barbara,22,7,NA,850,210,N,0.261176471,255.62818676752732
SANTANA HIGH SCHOOL,Santee,San Diego,23,4,3,1712,481,N,0.313084112,456.8398238675959
SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,48,7,5,1680,338,N,0.876785714,347.08212219698754
SANTIAGO HIGH SCHOOL,Corona,Riverside,84,19,7,3517,754,N,0.375888541,383.9882647225048
SANTIAGO HIGH SCHOOL,Garden Grove,Orange,45,9,6,1801,473,N,0.838978345,373.7043493342923
SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,215,21,11,1198,317,N,0.060100167,43.67722004938295
SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,45,5,NA,502,119,N,0.252988048,366.0817858215552
SAUGUS HIGH SCHOOL,Santa Clarita,Los Angeles,53,7,5,2295,559,N,0.138562092,315.7122588305226
SAVANNA HIGH SCHOOL,Anaheim,Orange,26,5,NA,1618,452,N,0.70210136,368.1565625960697
SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,7,NA,NA,591,132,N,0.881556684,350.62698484363847
SCHL ENTREPRENEURSHIP & TECH,San Diego,San Diego,8,NA,NA,240,57,Y,0.2,453.1193323426101
SCHOOL OF ARTS AND ENTERPRISE,Pomona,Los Angeles,14,NA,NA,667,73,Y,0.514242879,364.54320065341994
SCHOOL OF ENGINEERING & SCIENCES,Sacramento,Sacramento,8,NA,NA,532,60,N,NA,58.206440138527825
SCHOOL VISUAL ARTS AND HUMANITIES,Los Angeles,Los Angeles,10,3,NA,493,99,N,0.937119675,344.21773659563905
SCHURR HIGH SCHOOL,Montebello,Los Angeles,43,8,3,2139,547,N,0.636278635,352.00122155996377
SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,38,5,NA,513,33,N,NA,335.52652713662167
SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,30,8,4,655,191,N,0.111450382,56.94455763932489
SCRIPPS RANCH HIGH,San Diego,San Diego,151,10,6,1920,479,N,0.140104167,448.9307134208987
SEASIDE HIGH SCHOOL,Seaside,Monterey,14,NA,NA,1134,296,N,0.752204586,89.46823046030723
SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,63,9,4,2499,603,N,0.556222489,377.8641995190808
SELMA HIGH SCHOOL,Selma,Fresno,28,5,4,1775,426,N,0.781971831,170.65527194091672
SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,87,16,10,1903,517,N,0.319495533,26.721179822373585
SERRANO HIGH SCHOOL,Phelan,San Bernardino,16,3,NA,2170,428,N,0.493548387,353.9202573390686
SHADOW HILLS HIGH SCHOOL,Indio,Riverside,16,3,NA,1702,447,N,0.618683901,439.3031025793403
SHAFTER HIGH SCHOOL,Shafter,Kern,7,NA,NA,1655,431,N,0.779456193,232.66862851530857
SHASTA CHARTER ACADEMY,Redding,Shasta,5,NA,NA,1284,299,N,0.390965732,187.67910020602585
SHASTA HIGH SCHOOL,Redding,Shasta,11,NA,NA,1284,299,N,0.390965732,187.67910020602585
SHELDON HIGH SCHOOL,Sacramento,Sacramento,61,4,NA,2415,636,N,0.430227743,63.80528897598903
SHERMAN E BURROUGHS HS,Ridgecrest,Kern,8,NA,NA,1518,339,N,0.429512516,297.86230089951397
SHERMAN OAKS CTR ENRCHED STDS,Tarzana,Los Angeles,50,7,NA,1784,215,N,NA,328.8629840067238
SIERRA ACADEMY EXPEDITION LRNG,Nevada City,Nevada,8,NA,NA,197,42,Y,0.467005076,117.26773010561018
SIERRA HIGH SCHOOL,Manteca,San Joaquin,24,NA,NA,1637,390,N,0.512522908,55.702935460262466
SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,14,NA,NA,1102,241,N,0.471869328,176.9075019291893
SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,34,7,5,1712,427,N,0.737733645,354.91534928160013
SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,135,16,11,2184,596,N,0.327380952,46.3768219784527
SILVERADO HIGH SCHOOL,Victorville,San Bernardino,19,NA,NA,2171,531,N,0.690925841,358.253536938533
SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,29,NA,NA,1921,541,N,0.286829776,318.4422484551989
SKYLINE HIGH SCHOOL,Oakland,Alameda,85,16,10,1432,374,N,0.645949721,7.360160268435632
SOAR HIGH SCHOOL,Lancaster,Los Angeles,43,6,3,646,110,N,NA,316.6839205022872
SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,19,4,NA,448,101,N,0.837053571,327.4540989222209
SOJOURNER TRUTH INDEPENDENT STUDY,Oakland,Alameda,5,NA,NA,573,93,N,NA,9.312643077316856
SOLEDAD HIGH SCHOOL,Soledad,Monterey,32,5,3,1503,360,N,0.717897538,111.74366345554202
SONIA SOTOMAYOR ARTS & SCIENCE ACAD,Los Angeles,Los Angeles,10,NA,NA,517,50,N,NA,326.299817766745
SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,28,8,4,1125,288,N,0.444444444,30.371333417174757
SONORA HIGH SCHOOL,La Habra,Orange,42,4,NA,1707,379,N,0.457527827,364.7967127519617
SONORA HIGH SCHOOL,Sonora,Tuolumne,9,4,3,960,198,N,0.375,102.56109380425026
SOQUEL HIGH SCHOOL,Soquel,Santa Cruz,54,7,3,1048,220,N,0.291030534,62.993370824087265
SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,56,5,4,2092,450,N,0.838432122,352.9274721712316
SOUTH EL MONTE HIGH SCHOOL,South El Monte,Los Angeles,30,7,3,1276,354,N,0.851097179,354.67378046933385
SOUTH FORK HIGH SCHOOL,Miranda,Humboldt,7,NA,NA,202,59,N,0.524752475,183.67630950259152
SOUTH GATE HIGH SCHOOL,South Gate,Los Angeles,32,7,3,1768,465,N,0.855769231,352.95084503844885
SOUTH HIGH SCHOOL,Bakersfield,Kern,36,6,3,2150,580,N,0.894418605,251.7234580151352
SOUTH HIGH SCHOOL,Torrance,Los Angeles,121,13,7,1786,485,N,0.179731243,355.35002953626423
SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,49,9,NA,1624,431,N,0.473522167,359.37730203020203
SOUTH LA COLLEGE PREP,Los Angeles,Los Angeles,17,NA,NA,363,77,Y,0.454545455,329.8139175040284
SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,141,10,7,1494,333,N,0.159303882,346.73268693864395
SOUTH SAN FRANCISCO HS,South San Francisco,San Mateo,39,3,NA,1287,334,N,0.398601399,17.98940338254227
SOUTH SUTTER CHARTER SCHOOL,Nicolaus,Sutter,5,NA,NA,2485,132,Y,0.342052314,81.59351338740875
SOUTH TAHOE HIGH SCHOOL,South Lake Tahoe,El Dorado,20,5,NA,1108,250,N,0.405234657,141.13286262450634
SOUTHWEST HIGH SCHOOL,El Centro,Imperial,34,4,NA,1842,457,N,0.608034745,515.2638837813382
SOUTHWEST HIGH SCHOOL,San Diego,San Diego,37,6,6,1586,406,N,0.755989912,468.4975679646887
STAGG HIGH SCHOOL,Stockton,San Joaquin,14,NA,NA,1758,420,N,0.722411832,51.627746800892574
STEAM AT LEGACY HIGH SCHOOL COMPLEX,South Gate,Los Angeles,12,NA,NA,NA,NA,NA,NA,NA
STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,66,4,NA,2147,516,Y,0.383791337,465.3348437517561
STELLA HIGH CHARTER ACADEMY,Los Angeles,Los Angeles,19,NA,NA,532,110,Y,0.853383459,350.9239330368042
STEM ACADEMY OF HOLLYWOOD,Hollywood,Los Angeles,23,5,3,513,33,N,NA,335.52652713662167
STOCKDALE HIGH SCHOOL,Bakersfield,Kern,77,10,5,2313,554,N,0.375270212,247.061343254989
STOCKTON COLLEGIATE INTL HIGH SCHOO,Stockton,San Joaquin,11,NA,NA,455,49,Y,0.472527473,53.41248634235607
STOCKTON EARLY COLLEGE ACADEMY,Stockton,San Joaquin,48,4,3,424,103,Y,0.587264151,53.268428543296785
SULTANA HIGH SCHOOL,Hesperia,San Bernardino,25,NA,NA,2181,462,N,0.534158643,366.19163656491435
SUMMERVILLE UNION HIGH SCHOOL,Tuolumne,Tuolumne,8,NA,NA,486,128,N,0.419753086,110.01839839982034
SUMMIT COLLEGIATE HIGH SCHOOL,Porterville,Tulare,10,NA,NA,2426,116,Y,0.612118714,216.3792481733281
SUMMIT HIGH SCHOOL,Fontana,San Bernardino,41,3,NA,2626,616,N,0.469154608,371.28428070057873
SUMMIT PREPARATORY CHARTER HIG,Redwood City,San Mateo,25,3,NA,379,107,Y,0.485488127,26.801200035689135
SUMMIT PUBLIC SCHOOL K2,El Cerrito,Contra Costa,29,NA,NA,554,68,Y,0.664259928,4.715538597161428
SUMMIT PUBLIC SCHOOL TAMALPAIS,San Pablo,Contra Costa,38,5,3,650,102,Y,0.603076923,8.172375426055543
SUMMIT PUBLIC SCHOOL-TAHOMA,San Jose,Santa Clara,39,NA,NA,427,118,Y,0.229508197,49.1255482170812
SUMMIT PUBLIC SCHOOLS SHASTA,Daly City,San Mateo,50,6,4,449,106,Y,0.256124722,18.52506853545413
SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,9,5,3,1279,84,N,NA,333.5344915870821
SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,177,31,15,2434,611,N,0.348397699,366.0471708220102
SUNNYSIDE HIGH SCHOOL,Fresno,Fresno,57,5,NA,2749,610,N,0.631502364,160.29047418654628
SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,15,5,NA,792,188,N,0.950757576,344.38911849638447
SUTTER UNION HIGH SCHOOL,Sutter,Sutter,11,NA,NA,768,183,N,0.2734375,93.496804136963
SWEETWATER HIGH SCHOOL,National City,San Diego,61,8,3,2425,726,N,0.790927835,463.1798979993796
SYLMAR BIOTECH HEALTH & ENG MAGNET,Sylmar,Los Angeles,7,NA,NA,206,45,N,NA,325.6414998824891
SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,44,9,5,1508,276,Y,0.775198939,325.64813808465885
SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,21,5,3,549,122,Y,0.950819672,348.65404367539344
TAFT UNION HIGH SCHOOL,Taft,Kern,5,NA,NA,1045,242,N,0.715789474,244.18288673161376
TAHQUITZ HIGH SCHOOL,Hemet,Riverside,14,3,NA,1801,413,N,0.739589117,408.1474448758897
TAMALPAIS HIGH SCHOOL,Mill Valley,Marin,212,25,12,1544,374,N,0.112694301,14.65931640691358
TAMISCAL HIGH SCHOOL,Larkspur,Marin,16,NA,NA,134,79,N,NA,15.487733430728628
TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,15,NA,NA,406,91,Y,0.874384236,350.2515352489949
TECHNOLOGY HIGH SCHOOL,Rohnert Park,Sonoma,19,3,NA,338,75,N,NA,39.90886809199295
TEHACHAPI HIGH SCHOOL,Tehachapi,Kern,8,3,NA,1262,273,N,0.331220285,284.9390665595895
TEMECULA PREPARATORY SCHOOL,Winchester,Riverside,15,NA,NA,1083,65,Y,0.17820868,413.57524072767353
TEMECULA VALLEY HIGH SCHOOL,Temecula,Riverside,95,9,NA,2735,650,N,0.31773309,417.4830111150826
TEMESCAL CANYON HIGH SCHOOL,Lake Elsinore,Riverside,37,5,NA,2248,471,N,0.475978648,398.3811610641825
TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,164,22,8,1758,442,N,0.358930603,349.64790207066585
TEMPLETON HIGH SCHOOL,Templeton,San Luis Obispo,19,3,NA,738,184,N,0.204607046,182.51378247872248
TENNYSON HIGH SCHOOL,Hayward,Alameda,23,3,NA,1558,452,N,0.767008986,19.07875929125448
TERRA LINDA HIGH SCHOOL,San Rafael,Marin,89,11,4,1205,306,N,0.435684647,18.14785494058765
TERRA NOVA HIGH SCHOOL,Pacifica,San Mateo,21,NA,NA,697,173,N,0.170731707,22.662437924154595
TESORO HIGH SCHOOL,Rancho San Margarit,Orange,128,11,9,2040,548,N,0.134313725,394.3862868524988
THEODORE ROOSEVELT HIGH SCHOOL,Fresno,Fresno,43,4,NA,2198,469,N,0.691537762,158.26740963843167
THEODORE ROOSEVELT SENIOR HIGH,Los Angeles,Los Angeles,34,8,3,1626,382,N,0.9200492,348.3955066185646
THOMAS DOWNEY HIGH SCHOOL,Modesto,Stanislaus,24,6,4,2055,460,N,0.669586375,71.86050743526128
THOMAS JEFFERSON HIGH SCHOOL,Los Angeles,Los Angeles,8,NA,NA,615,135,N,0.959349593,348.5102472506425
THOUSAND OAKS HIGH SCHOOL,Thousand Oaks,Ventura,49,7,3,1728,434,N,0.222222222,316.0025523906835
THURGOOD MARSHALL ACADEMIC HS,San Francisco,San Francisco,19,NA,NA,477,96,N,0.758909853,12.2313318365426
TIDE ACADEMY,Menlo Park,San Mateo,19,NA,NA,208,40,N,0.302884615,27.364004673800338
TOKAY HIGH SCHOOL,Lodi,San Joaquin,28,NA,NA,2088,503,N,0.602969349,55.53590030925755
TORRANCE HIGH SCHOOL,Torrance,Los Angeles,74,10,3,1980,488,N,0.317171717,355.7385428427497
TORRES HIGH SCH RENAISSANCE ACADEMY,Los Angeles,Los Angeles,14,NA,NA,NA,NA,NA,NA,NA
TORRES HS - SOCIAL JUSTICE LEADRSHP,Los Angeles,Los Angeles,8,NA,NA,591,132,N,0.881556684,350.62698484363847
TORRES HS ENGINEERING & TECHNICAL,Los Angeles,Los Angeles,5,NA,NA,NA,NA,NA,NA,NA
TORRES HS PERFORMING ARTS ACADEMY,Los Angeles,Los Angeles,6,NA,NA,295,83,N,NA,349.5364776907928
TORRES HS-HUMANITAS ACAD ART &TECH,Los Angeles,Los Angeles,8,NA,NA,NA,NA,NA,NA,NA
TORREY PINES HIGH SCHOOL,San Diego,San Diego,228,29,16,2644,747,N,0.126323752,442.2702663934171
TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,74,11,6,2507,639,N,0.250498604,389.3508790617799
TRACY HIGH SCHOOL,Tracy,San Joaquin,35,3,3,1722,435,N,0.448315912,46.76950373167861
TRANQUILLITY HIGH SCHOOL,Tranquillity,Fresno,14,NA,NA,384,97,N,0.841145833,139.06268726149412
TROY HIGH SCHOOL,Fullerton,Orange,299,52,27,2545,615,N,0.286836935,368.52404678738833
TRUCKEE HIGH SCHOOL,Truckee,Placer,32,3,NA,894,204,N,0.222595078,149.13819277602312
TULARE UNION HIGH SCHOOL,Tulare,Tulare,13,3,NA,1622,370,N,0.741060419,197.86733600274508
TULARE WESTERN HIGH SCHOOL,Tulare,Tulare,27,NA,NA,1886,432,N,0.709437964,196.66126124970023
TURLOCK HIGH SCHOOL,Turlock,Stanislaus,33,7,5,2465,564,N,0.50831643,82.49271360082912
TUSTIN CONNECT,Tustin,Orange,7,NA,NA,243,64,N,NA,378.73545846886515
TUSTIN HIGH SCHOOL,Tustin,Orange,34,NA,NA,1820,526,N,0.672527473,378.97880630984554
TWELVE BRIDGES HIGH SCHOOL,Lincoln,Placer,17,NA,NA,1247,269,N,0.170008019,85.60468930175377
TWENTYNINE PALMS HIGH SCHOOL,Twentynine Palms,San Bernardino,5,NA,NA,723,164,N,0.549100968,431.0703918349204
UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,26,6,4,911,104,N,0.909989023,344.103953258265
UKIAH HIGH SCHOOL,Ukiah,Mendocino,35,8,3,1745,388,N,0.621776504,104.19048652772524
ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,55,9,6,1798,354,N,0.908231368,333.4607612443164
UMOJA INTERNATIONAL ACADEMY,Sacramento,Sacramento,10,NA,NA,490,37,N,0.624489796,65.07460967671702
UNION MINE HIGH SCHOOL,El Dorado,El Dorado,12,NA,NA,1046,255,N,0.36998088,95.22763661171147
UNIVERSITY CITY HIGH SCHOOL,San Diego,San Diego,106,5,3,1505,390,N,0.334219269,447.99253304444784
UNIVERSITY HIGH SCHOOL,Fresno,Fresno,48,14,5,484,110,Y,0.208677686,156.2745224997928
UNIVERSITY HIGH SCHOOL,Irvine,Orange,284,34,13,2226,540,N,0.215633423,383.27791713312
UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,70,9,NA,1422,334,Y,0.635724332,339.0898332435467
