"Current Season","Month","Numerator","Population","Jurisdiction","Estimate","Age_group_label","Legend"
"2024-25","MAY","311445","1551917","Indiana","0.2007","6 months to 17 years","2024-25, Indiana: 6 months to 17 years"
"2025-26","AUG","1","19503","N. Mariana Islands","0.0001","18-49 years","2025-26, N. Mariana Islands: 18-49 years"
"2025-26","SEP",,,"Alaska",,"65+ years","2025-26, Alaska: 65+ years"
"2022-23","APR","162678","687910","Arkansas","0.2365","6 months to 17 years","2022-23, Arkansas: 6 months to 17 years"
"2022-23","FEB",,,"Hawaii",,"18-49 years","2022-23, Hawaii: 18-49 years"
"2024-25","FEB","43248","220758","Iowa","0.1959","13-17 years","2024-25, Iowa: 13-17 years"
"2024-25","MAY","120584","574108","Ohio","0.21","5-8 years","2024-25, Ohio: 5-8 years"
"2025-26","JUL",,,"Iowa",,"5-8 years","2025-26, Iowa: 5-8 years"
"2025-26","SEP","14119","90959","District of Columbia","0.1552","65+ years","2025-26, District of Columbia: 65+ years"
"2022-23","JAN",,,"Houston",,"5-8 years","2022-23, Houston: 5-8 years"
"2022-23","MAR","35210","219400","Oklahoma","0.1605","9-12 years","2022-23, Oklahoma: 9-12 years"
"2024-25","FEB","13639","53777","Arkansas","0.2536","6-23 months","2024-25, Arkansas: 6-23 months"
"2024-25","JAN","8159","53148","West Virginia","0.1535","2-4 years","2024-25, West Virginia: 2-4 years"
"2024-25","OCT","577577","1339309","Washington","0.4312","65+ years","2024-25, Washington: 65+ years"
"2022-23","AUG","41","28055","Guam","0.0015","50-64 years","2022-23, Guam: 50-64 years"
"2022-23","JAN","1123414","3393075","Oregon","0.3311","18+ years","2022-23, Oregon: 18+ years"
"2024-25","SEP","793","66096","New Mexico","0.012","2-4 years","2024-25, New Mexico: 2-4 years"
"2025-26","NOV","24298","102595","Missouri","0.2368","6-23 months","2025-26, Missouri: 6-23 months"
"2025-26","SEP",,,"Colorado",,"65+ years","2025-26, Colorado: 65+ years"
"2025-26","SEP","2203","107719","Idaho","0.0205","9-12 years","2025-26, Idaho: 9-12 years"
"2022-23","JUL","34","518487","New York State","0.0001","5-8 years","2022-23, New York (excluding New York City): 5-8 years"
"2022-23","JUN","16","81406","U.S. Virgin Islands ","0.0002","18+ years","2022-23, U.S. Virgin Islands : 18+ years"
"2022-23","MAY","16908","155821","Mississippi","0.1085","9-12 years","2022-23, Mississippi: 9-12 years"
"2023-24","OCT","1298","19637","N. Mariana Islands","0.0661","18-49 years","2023-24, N. Mariana Islands: 18-49 years"
"2024-25","FEB","119683","560734","Alaska","0.2134","18+ years","2024-25, Alaska: 18+ years"
"2025-26","JUL",,,"Connecticut",,"50-64 years","2025-26, Connecticut: 50-64 years"
"2025-26","NOV",,,"Colorado",,"65+ years","2025-26, Colorado: 65+ years"
"2025-26","NOV","2493","18429","Guam","0.1353","65+ years","2025-26, Guam: 65+ years"
"2023-24","OCT","122","8274","Marshall Islands","0.0147","13-17 years","2023-24, Marshall Islands: 13-17 years"
"2023-24","OCT","10203","110938","Arkansas","0.092","2-4 years","2023-24, Arkansas: 2-4 years"
"2024-25","AUG","959","443136","New Mexico","0.0022","6 months to 17 years","2024-25, New Mexico: 6 months to 17 years"
"2024-25","MAR","128691","507780","Pennsylvania","0.2534","5-8 years","2024-25, Pennsylvania (excluding Philadelphia County): 5-8 years"
"2025-26","OCT","17868","102595","Missouri","0.1742","6-23 months","2025-26, Missouri: 6-23 months"
"2022-23","MAY",,,"Chicago",,"65+ years","2022-23, Chicago: 65+ years"
"2022-23","NOV","38374","228430","Kentucky","0.168","9-12 years","2022-23, Kentucky: 9-12 years"
"2024-25","NOV","191291","696951","South Dakota","0.2745","18+ years","2024-25, South Dakota: 18+ years"
"2025-26","JUL","0","19503","N. Mariana Islands","0","18-49 years","2025-26, N. Mariana Islands: 18-49 years"
"2022-23","AUG","350","253313","Alabama","0.0014","9-12 years","2022-23, Alabama: 9-12 years"
"2022-23","FEB","0","4621682","Georgia","0","18-49 years","2022-23, Georgia: 18-49 years"
"2022-23","JAN",,,"Kansas",,"6 months to 17 years","2022-23, Kansas: 6 months to 17 years"
"2022-23","MAR","175661","535027","New York State","0.3283","9-12 years","2022-23, New York (excluding New York City): 9-12 years"
"2023-24","JUN",,,"South Carolina",,"6-23 months","2023-24, South Carolina: 6-23 months"
"2024-25","JAN","584315","5205532","Texas","0.1122","50-64 years","2024-25, Texas: 50-64 years"
"2024-25","JUL","0","9134","Wyoming","0","6-23 months","2024-25, Wyoming: 6-23 months"
"2025-26","DEC",,,"Minnesota",,"65+ years","2025-26, Minnesota: 65+ years"
"2022-23","APR","291204","1669691","Texas","0.1744","5-8 years","2022-23, Texas: 5-8 years"
"2022-23","FEB","359207","1193056","Missouri","0.3011","50-64 years","2022-23, Missouri: 50-64 years"
"2023-24","DEC","142481","1051196","Louisiana","0.1355","6 months to 17 years","2023-24, Louisiana: 6 months to 17 years"
"2023-24","SEP","24963","383290","New Mexico","0.0651","50-64 years","2023-24, New Mexico: 50-64 years"
"2024-25","SEP","15156","945149","Oklahoma","0.016","6 months to 17 years","2024-25, Oklahoma: 6 months to 17 years"
"2025-26","NOV",,,"New Hampshire",,"6 months to 17 years","2025-26, New Hampshire: 6 months to 17 years"
"2025-26","OCT",,,"New York City",,"18-49 years","2025-26, New York City: 18-49 years"
"2023-24","JUL","0","12241","Guam","0","5-8 years","2023-24, Guam: 5-8 years"
"2024-25","JUL","0","4602","Guam","0","6-23 months","2024-25, Guam: 6-23 months"
"2024-25","JUN","264339","549766","Arkansas","0.4808","65+ years","2024-25, Arkansas: 65+ years"
"2024-25","MAR","32272","287781","Oklahoma","0.1121","13-17 years","2024-25, Oklahoma: 13-17 years"
"2024-25","MAR","31532","160439","Kentucky","0.1965","2-4 years","2024-25, Kentucky: 2-4 years"
"2024-25","MAY","51630","238239","Arizona","0.2167","2-4 years","2024-25, Arizona: 2-4 years"
"2022-23","OCT","426800","883147","Colorado","0.4833","65+ years","2022-23, Colorado: 65+ years"
"2023-24","AUG",,,"Houston",,"2-4 years","2023-24, Houston: 2-4 years"
"2023-24","FEB","8286","18351","New Hampshire","0.4515","6-23 months","2023-24, New Hampshire: 6-23 months"
"2023-24","JAN","172","4156","Republic of Palau","0.0414","50-64 years","2023-24, Republic of Palau: 50-64 years"
"2023-24","JAN","405778","2702440","Puerto Rico","0.1502","18+ years","2023-24, Puerto Rico: 18+ years"
"2023-24","JUL","158","978692","Florida","0.0002","9-12 years","2023-24, Florida: 9-12 years"
"2024-25","SEP","6870","215735","South Dakota","0.0318","6 months to 17 years","2024-25, South Dakota: 6 months to 17 years"
"2025-26","AUG",,,"U.S. Virgin Islands ",,"5-8 years","2025-26, U.S. Virgin Islands : 5-8 years"
"2022-23","JUL","92","636446","California","0.0001","6-23 months","2022-23, California: 6-23 months"
"2023-24","JAN",,,"Houston",,"6 months to 17 years","2023-24, Houston: 6 months to 17 years"
"2024-25","FEB",,,"Rhode Island",,"5-8 years","2024-25, Rhode Island: 5-8 years"
"2022-23","MAR","50078","324096","Alaska","0.1545","18-49 years","2022-23, Alaska: 18-49 years"
"2022-23","NOV","4258","29184","Wyoming","0.1459","5-8 years","2022-23, Wyoming: 5-8 years"
"2023-24","APR","59510","333371","Michigan","0.1785","2-4 years","2023-24, Michigan: 2-4 years"
"2023-24","MAR","4213","30007","Wyoming","0.1404","9-12 years","2023-24, Wyoming: 9-12 years"
"2023-24","SEP","6645","162048","Kentucky","0.041","2-4 years","2023-24, Kentucky: 2-4 years"
"2023-24","SEP","34998","280543","New Hampshire","0.1248","65+ years","2023-24, New Hampshire: 65+ years"
"2024-25","FEB","3289","97058","Puerto Rico","0.0339","5-8 years","2024-25, Puerto Rico: 5-8 years"
"2024-25","MAR","28072","168521","Louisiana","0.1666","2-4 years","2024-25, Louisiana: 2-4 years"
"2024-25","MAY","5939","14583","North Dakota","0.4073","6-23 months","2024-25, North Dakota: 6-23 months"
"2023-24","MAR","422589","2824666","Indiana","0.1496","18-49 years","2023-24, Indiana: 18-49 years"
"2023-24","MAR","16","957","Republic of Palau","0.0167","5-8 years","2023-24, Republic of Palau: 5-8 years"
"2024-25","OCT","1205","12202","N. Mariana Islands","0.0988","50-64 years","2024-25, N. Mariana Islands: 50-64 years"
"2022-23","OCT","124099","865811","Louisiana","0.1433","50-64 years","2022-23, Louisiana: 50-64 years"
"2022-23","OCT","41900","484548","Michigan","0.0865","9-12 years","2022-23, Michigan: 9-12 years"
"2023-24","AUG","130","106182","New Mexico","0.0012","9-12 years","2023-24, New Mexico: 9-12 years"
"2023-24","JUL","0","5694","U.S. Virgin Islands ","0","9-12 years","2023-24, U.S. Virgin Islands : 9-12 years"
"2023-24","MAY",,,"Kansas",,"13-17 years","2023-24, Kansas: 13-17 years"
"2024-25","APR","137597","705665","North Carolina","0.195","13-17 years","2024-25, North Carolina: 13-17 years"
"2024-25","FEB",,,"Nebraska",,"9-12 years","2024-25, Nebraska: 9-12 years"
"2022-23","NOV","3940","30765","Wyoming","0.1281","9-12 years","2022-23, Wyoming: 9-12 years"
"2023-24","JAN","1219","2843","N. Mariana Islands","0.4288","5-8 years","2023-24, N. Mariana Islands: 5-8 years"
"2024-25","APR",,,"Virginia",,"6 months to 17 years","2024-25, Virginia: 6 months to 17 years"
"2024-25","MAR","73251","214349","Maryland","0.3417","2-4 years","2024-25, Maryland: 2-4 years"
"2024-25","NOV","27605","118505","Arizona","0.2329","6-23 months","2024-25, Arizona: 6-23 months"
"2024-25","NOV",,,"South Carolina",,"6-23 months","2024-25, South Carolina: 6-23 months"
"2025-26","SEP",,,"Montana",,"65+ years","2025-26, Montana: 65+ years"
"2022-23","JAN",,,"Chicago",,"50-64 years","2022-23, Chicago: 50-64 years"
"2022-23","MAY","437614","1213486","Colorado","0.3606","6 months to 17 years","2022-23, Colorado: 6 months to 17 years"
"2023-24","FEB","67214","205184","Minnesota","0.3276","2-4 years","2023-24, Minnesota: 2-4 years"
"2023-24","MAR","2379","4229","American Samoa","0.5625","13-17 years","2023-24, American Samoa: 13-17 years"
"2023-24","OCT","20015","336166","Alabama","0.0595","13-17 years","2023-24, Alabama: 13-17 years"
"2023-24","OCT","52167","304088","Maryland","0.1716","5-8 years","2023-24, Maryland: 5-8 years"
"2023-24","JUL","10","557088","Alaska","0","18+ years","2023-24, Alaska: 18+ years"
"2023-24","NOV",,,"Rhode Island",,"6 months to 17 years","2023-24, Rhode Island: 6 months to 17 years"
"2024-25","JAN","18607","104566","Wyoming","0.1779","50-64 years","2024-25, Wyoming: 50-64 years"
"2025-26","DEC",,,"Guam",,"9-12 years","2025-26, Guam: 9-12 years"
"2025-26","OCT",,,"Vermont",,"2-4 years","2025-26, Vermont: 2-4 years"
"2022-23","FEB","83597","152474","New Jersey","0.5483","6-23 months","2022-23, New Jersey: 6-23 months"
"2022-23","MAY","120632","402876","Maryland","0.2994","13-17 years","2022-23, Maryland: 13-17 years"
"2024-25","AUG","0","17002","Republic of Palau","0","18+ years","2024-25, Republic of Palau: 18+ years"
"2024-25","JAN","124087","454990","New Jersey","0.2727","9-12 years","2024-25, New Jersey: 9-12 years"
"2022-23","SEP","1348","36586","Vermont","0.0368","13-17 years","2022-23, Vermont: 13-17 years"
"2023-24","AUG","3820","1082050","Minnesota","0.0035","50-64 years","2023-24, Minnesota: 50-64 years"
"2023-24","MAR","713865","3416023","Washington","0.209","18-49 years","2023-24, Washington: 18-49 years"
"2024-25","JUN","257815","1318702","Arizona","0.1955","50-64 years","2024-25, Arizona: 50-64 years"
"2024-25","SEP","16885","455271","Wyoming","0.0371","18+ years","2024-25, Wyoming: 18+ years"
"2025-26","DEC","1184","5238","N. Mariana Islands","0.226","65+ years","2025-26, N. Mariana Islands: 65+ years"
"2025-26","OCT",,,"Michigan",,"50-64 years","2025-26, Michigan: 50-64 years"
"2022-23","FEB","695","5036","Federated States of Micronesia","0.138","65+ years","2022-23, Federated States of Micronesia: 65+ years"
"2023-24","AUG","94","147149","Mississippi","0.0006","5-8 years","2023-24, Mississippi: 5-8 years"
"2024-25","AUG","33","52436","Montana","0.0006","5-8 years","2024-25, Montana: 5-8 years"
"2024-25","MAR","55362","247036","Indiana","0.2241","2-4 years","2024-25, Indiana: 2-4 years"
"2025-26","JUL",,,"Philadelphia",,"18+ years","2025-26, Philadelphia: 18+ years"
"2022-23","JUL","18","57655","Philadelphia","0.0003","2-4 years","2022-23, Philadelphia: 2-4 years"
"2022-23","JUN","5841","48733","Marshall Islands","0.1199","18+ years","2022-23, Marshall Islands: 18+ years"
"2023-24","DEC","72465","393640","Delaware","0.1841","18-49 years","2023-24, Delaware: 18-49 years"
"2023-24","OCT","53063","327312","Florida","0.1621","6-23 months","2023-24, Florida: 6-23 months"
"2024-25","NOV",,,"Massachusetts",,"13-17 years","2024-25, Massachusetts: 13-17 years"
"2022-23","MAY","1514745","7239518","New Jersey","0.2092","18+ years","2022-23, New Jersey: 18+ years"
"2024-25","APR","20939","53780","Philadelphia","0.3893","2-4 years","2024-25, Philadelphia: 2-4 years"
"2022-23","JUN","155438","394302","New York City","0.3942","5-8 years","2022-23, New York City: 5-8 years"
"2023-24","SEP","9801","52752","Connecticut","0.1858","6-23 months","2023-24, Connecticut: 6-23 months"
"2024-25","DEC","1354","5143","N. Mariana Islands","0.2633","13-17 years","2024-25, N. Mariana Islands: 13-17 years"
"2024-25","JUL","42","1254131","Arkansas","0","18-49 years","2024-25, Arkansas: 18-49 years"
"2024-25","OCT","294558","691131","Connecticut","0.4262","65+ years","2024-25, Connecticut: 65+ years"
"2025-26","NOV",,,"Florida",,"13-17 years","2025-26, Florida: 13-17 years"
"2023-24","JUL","0","9213","Guam","0","2-4 years","2023-24, Guam: 2-4 years"
"2023-24","JUL","24","51961","Mississippi","0.0005","6-23 months","2023-24, Mississippi: 6-23 months"
"2023-24","MAR","4194","52114","Guam","0.0805","6 months to 17 years","2023-24, Guam: 6 months to 17 years"
"2023-24","MAY","1418817","5249480","Indiana","0.2703","18+ years","2023-24, Indiana: 18+ years"
"2024-25","JUN","1154588","5881008","Arizona","0.1963","18+ years","2024-25, Arizona: 18+ years"
"2025-26","SEP","4","30583","American Samoa","0.0001","18+ years","2025-26, American Samoa: 18+ years"
"2022-23","JUL","2219","54624","Maine","0.0406","5-8 years","2022-23, Maine: 5-8 years"
"2022-23","NOV","318467","1288040","Minnesota","0.2472","6 months to 17 years","2022-23, Minnesota: 6 months to 17 years"
"2024-25","APR","45111","248370","Tennessee","0.1816","2-4 years","2024-25, Tennessee: 2-4 years"
"2025-26","SEP",,,"Nebraska",,"2-4 years","2025-26, Nebraska: 2-4 years"
"2025-26","SEP",,,"Wyoming",,"65+ years","2025-26, Wyoming: 65+ years"
"2023-24","DEC","17326","144812","Idaho","0.1196","13-17 years","2023-24, Idaho: 13-17 years"
"2023-24","NOV","252191","809095","Delaware","0.3117","18+ years","2023-24, Delaware: 18+ years"
"2023-24","OCT","280216","1397582","New York City","0.2005","65+ years","2023-24, New York City: 65+ years"
"2023-24","SEP","14780","192818","Ohio","0.0767","6-23 months","2023-24, Ohio: 6-23 months"
"2024-25","FEB","237969","767024","Oregon","0.3102","50-64 years","2024-25, Oregon: 50-64 years"
"2024-25","MAR","230760","1150129","New Hampshire","0.2006","18+ years","2024-25, New Hampshire: 18+ years"
"2024-25","OCT","33139","215735","South Dakota","0.1536","6 months to 17 years","2024-25, South Dakota: 6 months to 17 years"
"2023-24","JUL","326","1638759","New York City","0.0002","6 months to 17 years","2023-24, New York City: 6 months to 17 years"
"2024-25","OCT","6603","146448","Mississippi","0.0451","5-8 years","2024-25, Mississippi: 5-8 years"
"2024-25","SEP","4487","239415","Louisiana","0.0187","5-8 years","2024-25, Louisiana: 5-8 years"
"2022-23","JUN","81724","675295","Mississippi","0.121","6 months to 17 years","2022-23, Mississippi: 6 months to 17 years"
"2022-23","JUN","356875","1439063","Idaho","0.248","18+ years","2022-23, Idaho: 18+ years"
"2023-24","APR","196858","995093","Kentucky","0.1978","6 months to 17 years","2023-24, Kentucky: 6 months to 17 years"
"2023-24","APR","2021090","4776747","Florida","0.4231","65+ years","2023-24, Florida: 65+ years"
"2023-24","AUG",,,"Kansas",,"5-8 years","2023-24, Kansas: 5-8 years"
"2023-24","JUN","86702","292974","Minnesota","0.2959","5-8 years","2023-24, Minnesota: 5-8 years"
"2025-26","DEC",,,"Hawaii",,"6 months to 17 years","2025-26, Hawaii: 6 months to 17 years"
"2025-26","JUL",,,"Puerto Rico",,"6-23 months","2025-26, Puerto Rico: 6-23 months"
"2025-26","JUL",,,"Kansas",,"18+ years","2025-26, Kansas: 18+ years"
"2023-24","MAR","6146","12642","District of Columbia","0.4862","6-23 months","2023-24, District of Columbia: 6-23 months"
"2024-25","DEC","208197","1537048","Tennessee","0.1355","6 months to 17 years","2024-25, Tennessee: 6 months to 17 years"
"2024-25","DEC",,,"Kansas",,"18+ years","2024-25, Kansas: 18+ years"
"2024-25","NOV","54736","371060","District of Columbia","0.1475","18-49 years","2024-25, District of Columbia: 18-49 years"
"2024-25","NOV","71450","370861","Washington","0.1927","5-8 years","2024-25, Washington: 5-8 years"
"2024-25","SEP","20203","143485","Vermont","0.1408","65+ years","2024-25, Vermont: 65+ years"
"2022-23","DEC","166828","1331084","Nevada","0.1253","18-49 years","2022-23, Nevada: 18-49 years"
"2023-24","APR","9853","53836","West Virginia","0.183","2-4 years","2023-24, West Virginia: 2-4 years"
"2023-24","JUL",,,"Massachusetts",,"2-4 years","2023-24, Massachusetts: 2-4 years"
"2023-24","JUN","60936","311664","New Hampshire","0.1955","50-64 years","2023-24, New Hampshire: 50-64 years"
"2023-24","MAR",,,"Chicago",,"18-49 years","2023-24, Chicago: 18-49 years"
"2023-24","MAY","14767","47763","Delaware","0.3092","9-12 years","2023-24, Delaware: 9-12 years"
"2023-24","NOV","496770","2482917","Nevada","0.2001","18+ years","2023-24, Nevada: 18+ years"
"2024-25","AUG","100","28031","Philadelphia","0.0036","6-23 months","2024-25, Philadelphia: 6-23 months"
"2025-26","OCT",,,"New Hampshire",,"50-64 years","2025-26, New Hampshire: 50-64 years"
"2025-26","SEP",,,"Utah",,"65+ years","2025-26, Utah: 65+ years"
"2022-23","JAN",,,"Houston",,"6-23 months","2022-23, Houston: 6-23 months"
"2022-23","NOV",,,"Kansas",,"5-8 years","2022-23, Kansas: 5-8 years"
"2024-25","JUN",,,"Hawaii",,"18-49 years","2024-25, Hawaii: 18-49 years"
"2024-25","OCT","310","5341","Federated States of Micronesia","0.058","2-4 years","2024-25, Federated States of Micronesia: 2-4 years"
